class,GLCM_pan,Mean_Green,Mean_Red,Mean_NIR,SD_pan,SSE
n,135.0933504,211.8571429,91.44897959,527.755102,28.68770799,156.7127598557497
w,121.1986947,197.4712644,118.0229885,351.5747126,15.52560013,1285.5893500319708
n,133.6180582,160.9821958,66.87833828,156.9139466,8.763332235,3492.7733573382193
n,118.9774011,189.1641791,82.62686567,330.9850746,20.03834595,191.1094648811678
n,138.5756458,188.3088235,78.92647059,292.8676471,16.81463154,757.4629959049109
n,119.561939,189.7285714,79.5,392.8428571,30.27374764,326.25503158243663
n,133.6192661,172,68.14285714,239.1428571,8.705206043,1240.3464688484917
n,124.5267309,188.0277778,97.22222222,356.2916667,17.16091238,696.1964517846303
w,134.7539185,195.425,103.55,450.375,18.68361582,387.5430186128657
w,120.982699,209.5616438,121.4383562,461.9726027,19.34086493,1162.8126018191795
w,116.5738636,226.7878788,143.9393939,582,30.48298085,1004.7219324955944
n,117.0631313,183.84,87.16,410.08,20.41826633,756.1974219978567
n,137.6919643,213,94.07142857,493.6190476,38.11213911,402.5701616933252
w,113.7688442,181.44,100.12,271.84,13.88028818,677.3665016915115
n,117.1019523,196.3448276,88.55172414,373.5862069,17.90608344,484.6714853156152
n,112.9480874,217.9565217,95.13043478,564.8695652,22.70023275,265.52602662665413
n,123.2102273,184.75,80.20454545,490.3181818,28.38550839,943.4479141940132
n,134.6104167,208.9666667,97.56666667,756.7666667,24.66162111,1284.0244497717963
n,131.3117831,160.0107527,68.02688172,174.1021505,8.570951487,2586.5074218426726
n,120.8501281,172.7702703,70.0472973,240.6756757,13.77809236,1116.360736048274
n,129.1451613,194.2571429,80.08571429,382.0857143,15.1000473,270.4329685019063
w,121.8731778,178.627907,88.90697674,294.7906977,12.32733643,996.497776625478
w,146.2617188,206.34375,109.375,536.03125,15.97348878,865.9679195814082
w,121.2910053,210.8333333,117,661.6666667,19.36258563,489.48219003239063
n,138.3596838,190.4375,101.3125,426.125,20.48770592,605.3037233337166
w,125.35625,206.4,115,439.6,11.67946917,566.433530047294
n,129.6364847,200.1702128,104.4468085,419.7234043,25.53952014,534.6674429870686
n,130.6008065,192.5238095,84.66666667,346.2063492,18.74454653,200.10222569867165
n,129.4633286,203.5168539,88.95505618,341.4494382,17.43295994,133.10634357203176
n,125.3576288,169.7076923,69.67692308,223.0153846,21.03398209,2387.2925598783663
n,111.625,186.5,75,281.75,19.98015509,645.5996781723968
w,114.5436047,207.9069767,134.627907,437.5813953,28.37009143,1780.012054362502
n,119.407767,186.9230769,74.23076923,274.2307692,27.07539331,343.1697290762205
n,117.828125,202.5,86.5,409,11.29988938,594.383256797139
w,133.7398374,207.6129032,127,495.9354839,13.00212101,1427.1730826298021
w,114.8968254,202.625,97.75,505.125,20.79926381,613.5109655835515
w,132.7389079,188.3513514,101.5405405,456.3513514,16.81141913,740.8843580211815
w,146.2931034,204.2727273,119.0909091,433.2727273,10.67243301,1115.1257771927876
w,138.7069182,201.72,105.68,426.8,19.24681792,430.0246435361015
n,142.2473684,197.25,97.25,433.25,11.71418893,483.95898198405075
w,124.2546053,222.8795812,122.2356021,567.8586387,21.2399027,647.1001951116547
w,138.0486486,216.5142857,112.4,533.9428571,28.63740953,477.39549100161616
w,135.7036424,223.4473684,118.3684211,610.2368421,24.7107365,358.0340691210814
w,125.6485849,201.3018868,103.1132075,590.1886792,23.6300097,732.7482406529443
w,125.6485849,201.3018868,103.1132075,590.1886792,23.6300097,732.7482406529443
w,129.7415094,209.8208955,118.1492537,467.1044776,18.91673139,771.617066663724
w,130.1073201,209.1176471,113.8627451,530.5490196,20.01553606,385.924596761728
w,115.8205282,221.3714286,146.2,497.6571429,15.18938644,1696.5379510978605
n,114,207.7428571,99.14285714,599.1142857,26.90882565,492.8001157481854
w,123.0129241,191.3333333,105.7948718,439.2307692,15.38376066,474.89068100817315
n,137.384106,215.9210526,97.21052632,439.3684211,17.36525091,205.69291661508169
w,124.0708915,200.7288136,119.3559322,389.3898305,17.66383074,960.882696684272
w,129.221374,206.8536585,116.8536585,483.6829268,21.8256844,501.0734722559012
n,124.359322,201.6216216,86.91891892,575.7837838,20.82210995,389.7964026383951
n,128.7908082,233.0506329,102.443038,734.2911392,25.60757304,397.5411000207716
n,132.8122218,193.7225806,82.62580645,342.2516129,18.59430501,141.38402379041605
w,116.3685377,217.0823529,124.6352941,480.2470588,22.01677247,1113.4363555873776
w,141.784375,196.8,115.65,390.35,20.50725481,889.3260164378219
n,146.4285714,192.5,88,593.5714286,28.3283409,1585.110941091741
w,122.7978339,202.3428571,132.4857143,322.2857143,15.8353776,2154.0400579217476
w,125.4544583,187.2575758,91.87878788,239.7575758,14.63444997,860.5746768484216
n,87.58730159,186.25,84,360,14.84082208,2571.1597358055046
n,123.2323944,190.3611111,91.36111111,289.1944444,19.93531205,671.4569676721666
n,116.7165354,190.875,83.3125,376.875,24.85929152,462.17031087876086
n,127.5331325,203.4761905,86.95238095,470.6190476,23.62672686,212.28507739950146
n,106.837963,193.6666667,83.2962963,512.3703704,34.45913665,1197.3336204352868
n,145.6519208,191.9814815,83.42592593,425.7037037,23.55864905,846.8058497258884
w,150.0958333,224,136.4666667,529.4666667,14.09428568,2332.8696637407647
w,116.4904014,229.9166667,153.2777778,525.8611111,27.46389324,2662.3829399542665
w,142.3697917,224.8333333,121.3333333,695.75,24.07396011,611.7201398659167
n,128.7094499,197.2666667,88.84444444,483.3777778,29.67349901,200.37745647070318
w,129.681883,197.6818182,120.6136364,420.0227273,18.9515885,1152.507937529603
w,132.4672657,216.755102,118.4489796,584.4693878,22.55926528,767.179153082828
w,130.3378871,210.2898551,130.6956522,488.942029,21.31990953,1353.1822008239042
w,119.3576923,215.5714286,128.3673469,476.6326531,14.33103598,1393.3465145957541
w,130.7209302,211.7777778,115.5555556,499.5925926,28.37713873,781.6400864969785
n,120.1788909,219.2,96.25714286,492.4285714,20.62940738,340.4207218541828
n,130.5708661,207.3125,91.75,443.75,10.34936592,228.4010405892404
n,130.7885375,175.9375,73.3125,285.375,15.62449999,534.6579992428855
n,136.8984375,188.5,84,429.75,39.90452473,875.4950682404794
n,121.1797753,180.4705882,86.76470588,292.3529412,11.667577,834.5277732274561
w,137.9975,236.4,127.52,673,29.05762551,1180.718205049078
w,139.8922156,229.8571429,139,515.3809524,31.6096515,2166.7029836119805
n,93.94791667,184.1666667,81,462,25.32730191,2417.749265370971
n,147.0261194,175.0882353,76.94117647,244.0294118,9.242597337,998.5449137268913
w,132.9487952,212.5238095,133.7857143,469.2142857,17.37377543,1731.9200854129301
w,119.9807692,215.1538462,145.3846154,493.4615385,14.78709857,2043.1954364270437
w,150.1810345,225,145.6818182,540.5,13.90767967,2292.437671341575
w,128.2911184,232.9736842,129,558.7631579,18.24936913,327.03768628029394
n,120.34375,196,84,385,32.67856926,231.92357707380233
n,129.6281994,174.7042254,73.33098592,239.5704225,13.46486424,965.0203740059814
n,131.3755507,187.3684211,76.92982456,364.0175439,24.13099064,1056.4946323065374
n,132.6484594,168,76.26666667,220.0666667,16.20510512,2106.6308628049837
w,122.03125,176.25,85.25,335,14.43952908,503.7224751605745
w,119.3797468,195.6857143,109.8571429,411.2285714,14.16503312,1010.4750719764645
w,127.4698355,182.2173913,88.01449275,254.2898551,15.52526381,222.39603411170665
n,123.5149343,221.7238095,103.7142857,736.4380952,27.49588961,604.6411400848909
w,136.797066,210.3461538,121.4230769,513.6153846,11.95980695,967.644775053517
w,122.2983784,213.5517241,127.1206897,527.2586207,22.9267367,890.3045833093455
n,104.3125,202,93,413,18.58015668,1102.33428599873
w,121.05,224.3148148,144.0740741,465.0555556,21.07281289,1480.3043151484699
w,133.5325385,192.8031496,110.2834646,349.8346457,21.06601347,768.9042031441195
n,119.1328125,196.90625,87.90625,442.875,39.36357721,483.92556955499157
n,144.1261261,239,132,567,15.77391285,569.7260811110376
n,128.8403361,170.9333333,71.66666667,287,23.55381545,802.3755635436352
w,109.9663866,194.6,99.53333333,361.4,23.74718697,1265.3109004087157
n,101.575,208.8,95.2,513.2,31.08311439,764.2743680584729
w,117.5590278,225.2222222,123,541.3888889,28.12472222,1157.1963194741395
w,122.537799,221.3787879,136.7121212,456.4393939,17.55835737,2155.3703539066782
n,139.9740854,221.1219512,101.7073171,624.6097561,37.42081864,489.8046918296038
n,105.4791667,339.6666667,206,609.3333333,41.34811564,4383.036195230953
n,125.0632008,211.2903226,98.64516129,453.4032258,13.29898129,354.3067467891654
n,112.8823529,194,80,391.6666667,16.19821664,418.03052503824284
n,129.3402778,183.6666667,72.33333333,356.6666667,29.20806586,1021.7571047482586
w,122.006993,239,139.7777778,542.1666667,23.84673283,807.0066943649321
w,125.8109339,195.5357143,102.6785714,361.3214286,15.27014394,1018.5444587304308
w,137.2228916,216.8269231,124.4423077,458.8461538,28.77054193,1408.0876684493937
w,127.9921875,199.75,102.75,566.75,36.8593187,373.74963075486437
w,114.2310231,221.6578947,132.0526316,563.8947368,36.53340596,926.3812169877854
w,130.5623836,216.3235294,124.6764706,566.6470588,16.8644094,864.0022200350166
n,138.3340564,166.9310345,67.10344828,317.5172414,14.91473985,1701.3811857660974
w,130.3864307,185.8139535,96.39534884,277.2790698,22.65257147,350.76751801557543
n,122.25,167.5384615,77.92307692,272.9230769,18.81331519,486.3587169629532
w,138.6723301,207.7307692,114.9230769,537.2307692,27.57646711,686.5892960700853
w,131.7955626,211.45,111.45,598.5,31.4721206,380.0637159545721
w,114.885,216.76,132.72,567.72,29.51869916,1068.9707782483868
n,134.309816,198.7804878,91.65853659,352.0243902,20.94345238,389.2827495255337
n,117.8881579,177.1578947,74.94736842,340.3684211,35.7076464,924.40618302343
w,128.2168675,179,87.28571429,257.4285714,14.92353906,181.35775049537912
n,140.9606414,213.5581395,108.6046512,620.5116279,21.70349382,433.5296189361754
n,128.6953125,197.1875,86.1875,608.4375,20.65755007,877.2634376186496
n,117.1502732,179.2608696,85.52173913,303.0434783,24.12099306,1367.4136658421903
n,126.282154,185.4125874,87.00699301,283.041958,11.65932042,341.0867525488869
w,117.0537975,189.95,102.7,328.6,27.35191949,437.3221133946196
n,133.1768813,198.691358,92.03703704,244.617284,20.49990985,758.6949642645361
n,132.70916,172.4379085,69.73856209,144.875817,5.772400124,3626.361179355796
w,127.5291925,249.019802,157.7227723,609.970297,17.05466166,2485.13919800115
w,121.4879808,226.6153846,138.8846154,470.9230769,23.96508802,1165.8744305738057
w,123.588685,236.5121951,144.4878049,675.2439024,20.62070715,1643.5955626288742
w,118.622449,229.5405405,131.027027,485.4594595,21.1998732,1016.0088361231642
n,138.1205357,183.5714286,87.57142857,505.5714286,27.49471192,1396.6542168470883
n,150.9195804,191.5555556,91.11111111,622.3888889,14.2210286,1882.6986946201052
n,127.4132492,173.6,74.5,331.05,26.82624648,746.7786808559126
w,132.834753,189.8648649,96.43243243,367.4594595,21.00645141,739.1816246144641
w,120.2586771,229.1770833,144.1458333,519.8854167,19.70034854,2205.473678715698
n,108.2270531,159.7692308,73.53846154,201.7692308,14.89211697,2558.011998153352
w,129.0821053,219,155.5666667,452.4666667,13.44205672,2744.9272208690145
w,132.9057971,203.8461538,110.6923077,451.5384615,23.31711538,409.0697253583709
n,144.4014337,197.1714286,87.2,570.7428571,21.11890535,718.7056450731569
n,128.6319544,207.2954545,97.56818182,384.2954545,16.74408971,217.8147461207603
n,141.5524476,257.7777778,149.25,292.6388889,17.93891814,208.78573461495716
w,110.2834646,223.21875,131.0625,487.4375,18.24828759,1607.902685017569
n,118.8860294,168,74.35294118,322.4117647,18.52259445,1226.588929331656
n,111.7074074,198.2352941,89.47058824,632.4705882,32.16781258,1456.9259357163492
n,124.4478022,165.9130435,75.08695652,278,12.51751136,655.6024186876183
w,135.895288,192.3055556,90.69444444,339.2638889,17.43280198,116.20242368027294
n,126.6640316,229.5625,112.65625,652.75,20.14902971,236.84229405896326
n,131.4197039,182.036036,76.68468468,276.9369369,18.71026943,154.43682560610915
n,130.371875,195.15,89.05,494.15,25.51249694,405.93508642525364
w,127.6601442,197.6393443,108.295082,411.1147541,21.23836134,767.2083689404384
w,125.3138075,210.3,114.5,517,23.19839554,334.08856105810634
w,135.3374233,196.1612903,112.7741935,487.3548387,13.54792626,707.6401370443276
w,133.5585586,208.8928571,113.1428571,458.3928571,29.55665176,724.6461225651537
w,143.0229555,212.2045455,124.4545455,487.7954545,24.12145362,1113.979218156034
n,108.8609865,233.7857143,107.9285714,806.4285714,19.14418972,518.2287745225249
n,124.2490842,201.2463768,100,273.5072464,14.33736993,639.0986355943968
w,125.3341986,207.7628866,116.742268,496.4639175,20.83428892,748.3582497603142
w,130.5566038,203.8510638,120.0425532,436.8723404,14.72312753,732.862412937034
w,136.0323194,221,124.0909091,514.0909091,17.60013983,977.745789367363
w,134.4121951,194.9615385,114.5384615,350.6923077,14.62130447,1043.6236849134225
w,124.3245325,216.3859649,122.3508772,458.8245614,21.00377372,1221.9188090776645
n,132.8688761,177.7954545,73.64772727,190.3863636,14.14739412,909.9552655988992
w,135.6125,173.4,87.8,269.6,15.50999678,239.2139910255371
w,126.3321829,202.3972603,119.7123288,370.9589041,23.43401239,1346.0946782046842
n,141.2662037,244.5185185,134.1111111,681.7037037,28.35291021,1541.0054589612512
w,130.5274815,199.6493506,109.987013,360.3116883,17.74840565,1203.3771224291597
w,129.1619348,236.7833333,132.9833333,660.8,21.02712534,580.8226232635533
n,145.4094488,230.6875,118.625,462.375,23.47039358,1636.7414047312875
n,135.813161,199.6481481,90.03703704,516.537037,18.57812629,469.9399706525582
n,133.9360614,210.2244898,89.3877551,428.5918367,32.62128556,261.29393442910964
n,126.0289474,181.125,87.875,371.875,17.42558583,768.6116773194665
n,136.6301887,171.5373134,71.25373134,322.238806,18.31148039,1102.5236610105853
w,139.3531469,215.1481481,115.0925926,573.2777778,15.59197676,598.7837440126474
n,111.7477477,175.2142857,77.42857143,244.8571429,18.6984666,987.1778847032219
w,112.78125,171.2222222,79.22222222,146.7777778,15.18730789,3346.849600554697
n,123.6730769,193.1538462,88.53846154,554.4615385,21.40286991,778.0097095823138
n,130.7530454,177.5087719,77.05263158,393.6842105,17.98256739,689.6323262289759
w,128.7823344,225.675,118.525,560.225,22.56821603,630.9250801308566
w,140.1569507,225.7142857,137.2857143,622.2857143,19.99706611,1509.7515717931387
n,138.4514286,211.2727273,94,623.9545455,26.85548253,483.28189846930184
n,110.9313433,219.8333333,98.92857143,694.5,18.8092827,561.9501518793659
n,137.3050542,215.2,98.14285714,491.8,20.13858111,261.84621243090095
n,136.3711002,169.4956522,68.2173913,183.4173913,10.31971336,1706.8725437039393
w,121.146,191.5638298,108.4680851,437.3085106,19.45046581,505.46947246613877
w,136.1238318,189.5185185,94.51851852,453.5925926,22.63602383,558.1988716917508
w,128.4303483,188.0657895,94.23684211,307.1710526,15.85942837,818.6894427913545
w,129.4390244,209.6774194,110.0967742,482.4516129,25.12772782,228.0373388657889
w,117.3461538,212.4444444,119.1111111,523.2777778,27.10245764,527.0455063627464
n,121.3190955,181.64,85.48,286.28,11.94011725,531.5336923286297
n,132.044711,167.3965517,67.24137931,213.3448276,8.854031643,2250.7041078223815
n,116.8848684,208.2105263,97.36842105,591.6315789,32.46912021,681.7710663324574
n,122.372549,165,74.25,276.25,10.9879195,716.3457152263256
n,139.6708333,205.4,93.6,459.6,15.48533356,598.7343766854957
w,119.8088889,216.3521127,121.2112676,485.3380282,22.47102655,851.0586761447626
w,120.011396,224.7878788,123.6818182,542.5606061,26.67835488,1127.7712980928357
w,131.1706485,214.0810811,113.5675676,573.0540541,25.01876578,310.4399981769269
w,138.9517045,234.4545455,153.3181818,514.4545455,32.71050707,1921.1406621050633
w,132.480025,198.3366337,104.6336634,362.6237624,17.36100712,1108.1535059140647
w,141.9889381,176.6206897,103.6206897,336.6896552,11.23884042,888.4736596919521
w,121.5067308,205.5572519,116.9923664,380.0458015,16.2438264,1025.8309107497957
n,134.5968523,243.8846154,112.1153846,769.0192308,20.89406926,456.4357105666405
