class,GLCM_pan,Mean_Green,Mean_Red,Mean_NIR,SD_pan,SSE
n,116.1842105,185.28,77.58,414.18,37.86887376,849.7698223547781
n,127.3010417,202.5666667,112.2333333,390.6,19.31449513,739.8504832638072
w,131.2553846,188.8433735,95.21686747,246.4578313,12.9995701,1614.2771926992966
n,120.9151786,194.2857143,86,364.8571429,28.25440186,414.9779144586975
n,132.0470325,173.0877193,72.15789474,230.3684211,10.49943937,873.2925368726694
n,113.4296482,178.52,78.96,209.48,8.50449293,429.7240487689596
w,139.4305556,200.5555556,111.1111111,484.2222222,24.51303508,926.9291127694764
w,126.8205128,203.244898,107.1020408,435.4081633,19.46005852,893.388962962413
w,128.1207658,196.3023256,111.3953488,345.1860465,17.70196751,458.3121725501809
n,141.8242188,220.875,101.8125,784.5,36.68696763,1152.3684290757233
n,131.6105442,208.7567568,93.91891892,596.4054054,27.19832204,658.400523266466
n,132.0265096,244.0697674,123.2325581,703.9302326,23.60163803,541.9000504590938
n,138.5376176,204.225,103.675,343.4,27.87372194,343.32651448728245
w,131.8457944,184.9705882,91.42647059,307.3235294,15.18652768,465.57975557855247
n,136.7425432,190.6875,81.85,338.6,19.53598843,308.0914264517666
n,113.2250923,213.2352941,106.2941176,501.3529412,16.60283046,655.2069152546355
w,119.6692913,200.5,104,328.25,14.75211849,734.8921825706293
n,116.0950783,185.0535714,81.05357143,344.625,19.46463794,477.1108058807475
w,130.5940594,188.8421053,99.73684211,314,15.05403472,939.096206128563
w,130.3398414,211,110.815534,616.9805825,22.95875313,249.8787219128952
w,112.8675497,207.3684211,117.8947368,544.1578947,24.35995078,1165.759879822424
n,129.10625,171.1,66.6,225.2,19.1039263,902.621951248964
n,134.9041667,212.4666667,92.4,633.2666667,30.30174179,715.3633554433069
n,115.4009662,205.8846154,89.57692308,397.5,22.93833385,274.9604155807338
n,113.96521,216.4797297,100.2567568,507.0945946,25.83007188,322.0546854996219
w,131.140625,206.6875,107.0625,561.1875,29.75498908,300.2308306826598
n,139.0142857,183.2727273,78.77272727,365.5909091,15.50159949,808.7717329987694
w,113.9635417,195.0555556,106.5833333,303.7222222,24.09158195,1072.711819169256
n,122.7918437,192.2702703,78.75675676,314.2702703,19.13395648,755.1964668672476
w,136.1621622,189.5714286,99.57142857,331.5714286,15.59042092,538.3822697808012
w,118.1553229,176.8611111,87.55555556,262.0833333,21.75301526,1008.5307661759476
w,132.325,203.6,120.68,378.32,24.0028665,1718.5867971156424
n,142.8647059,185.3125,77.5625,363.75,16.21908116,803.1058878956376
n,112.67621,226.6195652,103.2608696,857.9130435,29.83076082,1723.8200183833433
w,128.6824324,222.3928571,131.0714286,448.0714286,24.36143657,1687.327348239331
n,137.8736842,180.8333333,75.0625,369.75,21.95330232,1088.8531722393395
n,108.1344538,199.3333333,107.0666667,253,20.50907658,2350.3452562549396
n,129.24375,189.75,80.3,268.1,25.52307779,463.9231264207905
w,117.8786765,175.5294118,83.88235294,188.2941176,17.01576716,675.2880933700513
n,136.9319853,174.6470588,75.79411765,268.2352941,13.46789082,769.0614647063496
n,144.0801394,200.4444444,87.77777778,441.3888889,23.02387381,749.6416857377175
w,119.4798206,191.9285714,105.7380952,331.952381,22.49178484,640.289668231567
n,132.9343066,218.9534884,96.41860465,677.6046512,22.5968979,451.3147299055368
n,114.50625,219.6,96.7,910.8,20.97832214,2141.2280797226445
n,136.866242,223.8983051,101.6779661,711.1186441,22.41252266,390.9240766156077
w,136.3557692,221.1538462,117,672.1538462,16.63104675,437.16798324843586
n,125.828125,211.125,94.6875,508.1875,14.85713213,212.8001360188648
w,133.4033784,183.3870968,94.92473118,292.6021505,18.9325436,202.44463967921823
w,121.546875,178.5,82.5,374.5,20.0869205,1209.1259720400158
n,129.58413,168.4242424,72.57575758,184.9090909,11.08984305,1020.3557346568022
w,132.0631579,188.6666667,97.2,262.8,12.13095215,880.8468271733819
n,118.1464738,176.3714286,79.92857143,219.2571429,14.6531671,416.74108481892955
w,124.6289474,189.4166667,99.04166667,347.3333333,24.65339592,182.62958354033853
w,118.1692825,238.625,156.875,529.4107143,19.6485706,1456.3013088774424
w,123.2474645,202.2741935,110.483871,460.2258065,18.71215223,346.2825919780103
n,121.6354167,186,83.83333333,482.3333333,15.12631996,1191.4349571266757
w,135.1648936,203.8055556,114.6388889,391.1111111,12.83402475,983.920093721269
w,129.9245283,214.1,124.1,452.6333333,14.29778538,1075.049352997745
n,113.8019324,202.6923077,91.07692308,577.2307692,37.29016242,885.6140653676496
w,138.3977273,210.9090909,114.3636364,637.5454545,24.68432935,975.9606945970808
n,111.8917749,227.0689655,105.5862069,602.3448276,20.10442418,408.5929950841791
n,109.8671329,208.5555556,94.38888889,716.0555556,26.68292329,1234.501269899823
n,127.2515723,209.15,92.975,496.425,18.74939999,495.12806965557945
w,129.8480204,204.122449,110.6938776,418.244898,23.12530378,516.0209090878711
n,113.6688103,206.6153846,97.76923077,687.3076923,32.38612782,1327.0537458818087
n,122.282967,195.826087,85,442.6521739,29.58547899,681.2445235706833
n,120.9621212,225.7931034,99.98275862,731.0517241,23.09945925,345.37694970147817
w,131.2760417,192.75,98.41666667,431.8333333,20.13909962,776.5811515973451
n,133.7542614,198.6931818,86.14772727,549.0681818,29.50805325,1164.6597231214196
n,137.334127,187.2531646,75.55696203,299.4810127,17.52136517,257.64239881576236
n,118.7304786,171.8,74.2,231.6,13.60505788,1042.5042816594066
w,127,179.4,82.6,245.88,13.4339272,1524.7901453308673
n,141.5606695,178.0333333,72.6,227.8,18.80806565,766.8084740903029
w,118.7477273,199.3928571,121.8928571,425.7857143,22.47614949,1396.4320722693544
w,135.1086538,232.1538462,137.5230769,545.7230769,24.53084521,1864.288877829994
w,116.628692,232.3333333,149.6,530.6333333,22.20532969,1400.908369451842
w,126.7958057,204.4561404,110.4912281,370.2982456,16.44017855,924.4586822316196
n,126.7063037,194.5227273,95.11363636,337.1136364,10.86056918,297.9200147547332
w,107.0446429,212.4761905,125.3809524,464.7619048,21.26253132,1449.2531902368592
w,131.2481203,209.72,143.64,410.16,15.3123349,2592.551991426162
w,122.3734043,207.9491525,117.2711864,532.8474576,26.87721985,760.735284864214
w,124.0222222,205.4318182,135.1022727,411.2954545,16.42098536,2039.4352600384962
w,128.8066915,183.8823529,96.17647059,369.5882353,16.43883494,717.1015795825238
w,140.6702586,197.2068966,116.9310345,361.6206897,15.92282219,1017.3669336798221
w,132.186551,205.2413793,114.6551724,491.5172414,17.21266575,1180.344891660029
w,124.2834646,210.75,124.5,556.25,18.38806933,779.3705534868118
w,126.4571226,207.5955056,110.4606742,446.1235955,23.71210889,487.55660275788944
w,132.7681564,201.3777778,110.0222222,483.7555556,22.67411642,773.0882958515417
w,135.6746231,188.98,101.98,329.99,17.85854137,623.3359894236125
w,130.3920455,220.6060606,114.7575758,610.1212121,25.92990481,159.9171055840937
n,118.2348485,159.2,70.88,224.44,16.6997006,1388.8420263941944
n,129.2234043,226.7457627,102.6949153,674.5084746,26.14331922,124.18452012307341
n,125.9456067,173.5333333,79.13333333,386.3333333,12.33135119,1524.8477561213497
n,123.2146597,176.6666667,82.5,280.3333333,14.86303207,291.25220479111084
n,126.0198864,186.1818182,79.90909091,359.5909091,16.30165027,438.98018417629896
n,133.7270115,176.3181818,77,276.1363636,13.21031403,416.78065369594214
w,126.8116279,190.5555556,100.8518519,307.0740741,18.02535937,661.9694425190471
n,101.0346821,190.0909091,80.81818182,319.3636364,23.77303146,1823.3052375585848
n,128.9846678,208.5945946,96.51351351,715.3243243,18.38739842,956.5310415159033
n,115.6785714,186.1428571,76.42857143,351.5714286,30.35840334,628.459064438397
w,120.9812109,216.5,121.6666667,656.8666667,25.89328527,521.1815967038098
n,143.4582245,191.9166667,79.77083333,353.9166667,18.09230768,414.1154840906807
n,115.6571429,203.7272727,84.31818182,551.9545455,21.99929563,1022.1310278294527
w,132.6560748,160.0294118,73.41176471,279,12.24296281,1123.7036246541852
w,125.5356522,193.2876712,112.3287671,339.8219178,15.30558189,625.3422459150122
w,128.393617,211.4666667,119.3666667,530.8333333,12.2122434,973.4399389771012
w,115.5427975,205.2333333,124.1333333,408.0333333,15.10294305,1341.8782266558685
w,126.3706177,212.5789474,127.9473684,546.3157895,18.98118328,1206.0232869144809
n,127.0167526,207.244898,97.67346939,420.5918367,16.11818595,317.9112471086
n,114.7521008,186.8666667,81.86666667,518.3333333,20.55834516,926.4723105264452
n,123.0756303,204,88,449,10.19716736,481.9746941819484
n,125.101833,181.2258065,76.64516129,321.7419355,21.77856587,1247.1080594332425
n,141.2159468,178.3421053,78.42105263,309.8157895,18.32229165,757.1397313082409
w,113.6473214,222.4285714,149.8571429,530.7142857,34.42093869,1979.611016048865
n,106.359375,198.8333333,89.16666667,609.3333333,16.68498993,1374.666014512167
w,137.6432039,204.9230769,111.0769231,512.9230769,21.0960399,451.6911065635219
n,140.2080645,197.7179487,81.41025641,535.8717949,25.72930955,893.0881139773228
n,122.2115978,210.254902,93.30392157,439.7058824,24.00887515,540.0148250928344
w,120.3958042,226.6333333,126.6,659.5888889,22.56439072,488.47090731178315
w,132.9739264,195.5853659,113.6585366,392.8780488,22.42210391,774.6822582216741
n,110.8072917,188.6666667,77.5,446.5,18.705874,1289.929103310714
n,135.0933504,211.8571429,91.44897959,527.755102,28.68770799,203.35746953955706
w,121.1986947,197.4712644,118.0229885,351.5747126,15.52560013,853.6552978343235
n,133.6180582,160.9821958,66.87833828,156.9139466,8.763332235,3613.9657875387775
n,118.9774011,189.1641791,82.62686567,330.9850746,20.03834595,578.9101046338383
n,138.5756458,188.3088235,78.92647059,292.8676471,16.81463154,128.15779644983843
n,119.561939,189.7285714,79.5,392.8428571,30.27374764,601.5323359799113
n,133.6192661,172,68.14285714,239.1428571,8.705206043,1518.5210304464358
n,124.5267309,188.0277778,97.22222222,356.2916667,17.16091238,257.8455696590033
w,134.7539185,195.425,103.55,450.375,18.68361582,429.39376119418534
w,120.982699,209.5616438,121.4383562,461.9726027,19.34086493,795.2461278701048
w,116.5738636,226.7878788,143.9393939,582,30.48298085,2094.218407105287
n,117.0631313,183.84,87.16,410.08,20.41826633,491.88466202809735
n,137.6919643,213,94.07142857,493.6190476,38.11213911,820.8200900606525
w,113.7688442,181.44,100.12,271.84,13.88028818,886.3617581674921
n,117.1019523,196.3448276,88.55172414,373.5862069,17.90608344,797.4550966672053
n,112.9480874,217.9565217,95.13043478,564.8695652,22.70023275,284.60684476749714
n,123.2102273,184.75,80.20454545,490.3181818,28.38550839,1630.319582498215
n,134.6104167,208.9666667,97.56666667,756.7666667,24.66162111,1604.7723597461072
n,131.3117831,160.0107527,68.02688172,174.1021505,8.570951487,2165.7048485108567
n,120.8501281,172.7702703,70.0472973,240.6756757,13.77809236,1587.288145104142
n,129.1451613,194.2571429,80.08571429,382.0857143,15.1000473,885.8496067411446
w,121.8731778,178.627907,88.90697674,294.7906977,12.32733643,295.9324315870156
w,146.2617188,206.34375,109.375,536.03125,15.97348878,1066.2635165533168
w,121.2910053,210.8333333,117,661.6666667,19.36258563,578.8793649644686
n,138.3596838,190.4375,101.3125,426.125,20.48770592,715.6000087956335
w,125.35625,206.4,115,439.6,11.67946917,1077.7322069785134
n,129.6364847,200.1702128,104.4468085,419.7234043,25.53952014,345.32660472925033
n,130.6008065,192.5238095,84.66666667,346.2063492,18.74454653,94.53751824716544
n,129.4633286,203.5168539,88.95505618,341.4494382,17.43295994,99.37019553700462
n,125.3576288,169.7076923,69.67692308,223.0153846,21.03398209,822.2352022000399
n,111.625,186.5,75,281.75,19.98015509,453.8856736828648
w,114.5436047,207.9069767,134.627907,437.5813953,28.37009143,2369.5562809498183
n,119.407767,186.9230769,74.23076923,274.2307692,27.07539331,468.54726946585254
n,117.828125,202.5,86.5,409,11.29988938,295.9930920144473
w,133.7398374,207.6129032,127,495.9354839,13.00212101,1699.3999021826035
w,114.8968254,202.625,97.75,505.125,20.79926381,387.73772807547147
w,132.7389079,188.3513514,101.5405405,456.3513514,16.81141913,536.8025419206581
w,146.2931034,204.2727273,119.0909091,433.2727273,10.67243301,1895.9627744236382
w,138.7069182,201.72,105.68,426.8,19.24681792,734.1632141818109
n,142.2473684,197.25,97.25,433.25,11.71418893,1094.0112429096603
w,124.2546053,222.8795812,122.2356021,567.8586387,21.2399027,421.6519230107158
w,138.0486486,216.5142857,112.4,533.9428571,28.63740953,744.8535704351392
w,135.7036424,223.4473684,118.3684211,610.2368421,24.7107365,308.9542222017161
w,125.6485849,201.3018868,103.1132075,590.1886792,23.6300097,940.8957285869215
w,125.6485849,201.3018868,103.1132075,590.1886792,23.6300097,940.8957285869215
w,129.7415094,209.8208955,118.1492537,467.1044776,18.91673139,601.5817790907956
w,130.1073201,209.1176471,113.8627451,530.5490196,20.01553606,581.8484164834247
w,115.8205282,221.3714286,146.2,497.6571429,15.18938644,1118.9154635041793
n,114,207.7428571,99.14285714,599.1142857,26.90882565,668.7964417228441
w,123.0129241,191.3333333,105.7948718,439.2307692,15.38376066,1026.974147721863
n,137.384106,215.9210526,97.21052632,439.3684211,17.36525091,690.2804214253295
w,124.0708915,200.7288136,119.3559322,389.3898305,17.66383074,1168.5566498848716
w,129.221374,206.8536585,116.8536585,483.6829268,21.8256844,969.2503448626387
n,124.359322,201.6216216,86.91891892,575.7837838,20.82210995,743.1008183417546
n,128.7908082,233.0506329,102.443038,734.2911392,25.60757304,287.86017781836415
n,132.8122218,193.7225806,82.62580645,342.2516129,18.59430501,157.43446034727435
w,116.3685377,217.0823529,124.6352941,480.2470588,22.01677247,1471.788941919739
w,141.784375,196.8,115.65,390.35,20.50725481,1103.3601697145693
n,146.4285714,192.5,88,593.5714286,28.3283409,2039.72101418324
w,122.7978339,202.3428571,132.4857143,322.2857143,15.8353776,2518.571856550801
w,125.4544583,187.2575758,91.87878788,239.7575758,14.63444997,1100.7039155844834
n,87.58730159,186.25,84,360,14.84082208,2116.7047721057984
n,123.2323944,190.3611111,91.36111111,289.1944444,19.93531205,104.66443167977324
n,116.7165354,190.875,83.3125,376.875,24.85929152,1080.8309135179563
n,127.5331325,203.4761905,86.95238095,470.6190476,23.62672686,171.06635003480605
n,106.837963,193.6666667,83.2962963,512.3703704,34.45913665,918.3034759368297
n,145.6519208,191.9814815,83.42592593,425.7037037,23.55864905,810.4687070181277
w,150.0958333,224,136.4666667,529.4666667,14.09428568,2148.1744395764335
w,116.4904014,229.9166667,153.2777778,525.8611111,27.46389324,1378.4734069449976
w,142.3697917,224.8333333,121.3333333,695.75,24.07396011,1097.8650367723071
n,128.7094499,197.2666667,88.84444444,483.3777778,29.67349901,647.8950202853093
w,129.681883,197.6818182,120.6136364,420.0227273,18.9515885,1083.9602719934946
w,132.4672657,216.755102,118.4489796,584.4693878,22.55926528,614.1662899735257
w,130.3378871,210.2898551,130.6956522,488.942029,21.31990953,1736.7260820169463
w,119.3576923,215.5714286,128.3673469,476.6326531,14.33103598,1596.9764723464796
w,130.7209302,211.7777778,115.5555556,499.5925926,28.37713873,745.1777865598151
n,120.1788909,219.2,96.25714286,492.4285714,20.62940738,758.7227114974844
n,130.5708661,207.3125,91.75,443.75,10.34936592,548.6796994399435
n,130.7885375,175.9375,73.3125,285.375,15.62449999,315.78388233947476
n,136.8984375,188.5,84,429.75,39.90452473,1074.2888866507517
n,121.1797753,180.4705882,86.76470588,292.3529412,11.667577,234.03020176495545
w,137.9975,236.4,127.52,673,29.05762551,675.3372236848031
w,139.8922156,229.8571429,139,515.3809524,31.6096515,857.8776568793116
n,93.94791667,184.1666667,81,462,25.32730191,2006.7440122462542
n,147.0261194,175.0882353,76.94117647,244.0294118,9.242597337,1811.8010288671098
w,132.9487952,212.5238095,133.7857143,469.2142857,17.37377543,1646.9352676987498
w,119.9807692,215.1538462,145.3846154,493.4615385,14.78709857,1494.48376503781
w,150.1810345,225,145.6818182,540.5,13.90767967,2970.4104497884646
w,128.2911184,232.9736842,129,558.7631579,18.24936913,967.0512473912654
n,120.34375,196,84,385,32.67856926,710.1124630091749
n,129.6281994,174.7042254,73.33098592,239.5704225,13.46486424,1288.2693599003278
n,131.3755507,187.3684211,76.92982456,364.0175439,24.13099064,568.1710664730116
n,132.6484594,168,76.26666667,220.0666667,16.20510512,585.8014720801699
w,122.03125,176.25,85.25,335,14.43952908,829.1597357951435
w,119.3797468,195.6857143,109.8571429,411.2285714,14.16503312,583.7130601623701
w,127.4698355,182.2173913,88.01449275,254.2898551,15.52526381,1243.0498045229438
n,123.5149343,221.7238095,103.7142857,736.4380952,27.49588961,536.6903831377643
w,136.797066,210.3461538,121.4230769,513.6153846,11.95980695,1008.884451098021
w,122.2983784,213.5517241,127.1206897,527.2586207,22.9267367,1160.1538190541646
n,104.3125,202,93,413,18.58015668,640.9475360622538
w,121.05,224.3148148,144.0740741,465.0555556,21.07281289,2156.619385325042
w,133.5325385,192.8031496,110.2834646,349.8346457,21.06601347,432.0824621247576
n,119.1328125,196.90625,87.90625,442.875,39.36357721,836.6841932614025
n,144.1261261,239,132,567,15.77391285,1572.7212895043438
n,128.8403361,170.9333333,71.66666667,287,23.55381545,524.1103519840411
w,109.9663866,194.6,99.53333333,361.4,23.74718697,629.2866988755743
n,101.575,208.8,95.2,513.2,31.08311439,673.8147120339926
w,117.5590278,225.2222222,123,541.3888889,28.12472222,1192.7094098723362
w,122.537799,221.3787879,136.7121212,456.4393939,17.55835737,2037.1109708327976
n,139.9740854,221.1219512,101.7073171,624.6097561,37.42081864,423.6690613985984
n,105.4791667,339.6666667,206,609.3333333,41.34811564,2341.5130335929493
n,125.0632008,211.2903226,98.64516129,453.4032258,13.29898129,244.45768711364917
n,112.8823529,194,80,391.6666667,16.19821664,721.577023128881
n,129.3402778,183.6666667,72.33333333,356.6666667,29.20806586,685.8048947622242
w,122.006993,239,139.7777778,542.1666667,23.84673283,1719.259660695393
w,125.8109339,195.5357143,102.6785714,361.3214286,15.27014394,367.08182428487794
w,137.2228916,216.8269231,124.4423077,458.8461538,28.77054193,1027.2665047889063
w,127.9921875,199.75,102.75,566.75,36.8593187,583.9044868935595
w,114.2310231,221.6578947,132.0526316,563.8947368,36.53340596,1157.370605001156
w,130.5623836,216.3235294,124.6764706,566.6470588,16.8644094,610.7963275135735
n,138.3340564,166.9310345,67.10344828,317.5172414,14.91473985,1740.7915327083929
w,130.3864307,185.8139535,96.39534884,277.2790698,22.65257147,316.29549042491874
n,122.25,167.5384615,77.92307692,272.9230769,18.81331519,816.2378234148061
w,138.6723301,207.7307692,114.9230769,537.2307692,27.57646711,946.3668474004945
w,131.7955626,211.45,111.45,598.5,31.4721206,506.1608508646819
w,114.885,216.76,132.72,567.72,29.51869916,1093.509058875809
n,134.309816,198.7804878,91.65853659,352.0243902,20.94345238,38.92446990246114
n,117.8881579,177.1578947,74.94736842,340.3684211,35.7076464,1102.2730542943984
w,128.2168675,179,87.28571429,257.4285714,14.92353906,1094.3273578550895
n,140.9606414,213.5581395,108.6046512,620.5116279,21.70349382,394.68790933250466
n,128.6953125,197.1875,86.1875,608.4375,20.65755007,1088.8326136632159
n,117.1502732,179.2608696,85.52173913,303.0434783,24.12099306,520.7044982565037
n,126.282154,185.4125874,87.00699301,283.041958,11.65932042,117.50457064170989
w,117.0537975,189.95,102.7,328.6,27.35191949,794.728131959562
n,133.1768813,198.691358,92.03703704,244.617284,20.49990985,1596.8037628108689
n,132.70916,172.4379085,69.73856209,144.875817,5.772400124,4465.249220597212
w,127.5291925,249.019802,157.7227723,609.970297,17.05466166,3643.53795883427
w,121.4879808,226.6153846,138.8846154,470.9230769,23.96508802,1540.135386069896
w,123.588685,236.5121951,144.4878049,675.2439024,20.62070715,1591.587518336416
w,118.622449,229.5405405,131.027027,485.4594595,21.1998732,717.0085718634543
n,138.1205357,183.5714286,87.57142857,505.5714286,27.49471192,1064.5833174031336
n,150.9195804,191.5555556,91.11111111,622.3888889,14.2210286,2004.0572968297238
n,127.4132492,173.6,74.5,331.05,26.82624648,1232.8104413574379
w,132.834753,189.8648649,96.43243243,367.4594595,21.00645141,476.96598994771546
w,120.2586771,229.1770833,144.1458333,519.8854167,19.70034854,855.4908454117046
n,108.2270531,159.7692308,73.53846154,201.7692308,14.89211697,1390.1031076396978
w,129.0821053,219,155.5666667,452.4666667,13.44205672,2411.9397212816402
w,132.9057971,203.8461538,110.6923077,451.5384615,23.31711538,380.983709404792
n,144.4014337,197.1714286,87.2,570.7428571,21.11890535,1155.0106396448687
n,128.6319544,207.2954545,97.56818182,384.2954545,16.74408971,641.1948745290157
n,141.5524476,257.7777778,149.25,292.6388889,17.93891814,3175.1799250566933
w,110.2834646,223.21875,131.0625,487.4375,18.24828759,1130.5906475001066
n,118.8860294,168,74.35294118,322.4117647,18.52259445,1844.439380333416
n,111.7074074,198.2352941,89.47058824,632.4705882,32.16781258,1472.018053476975
n,124.4478022,165.9130435,75.08695652,278,12.51751136,811.1868717326239
w,135.895288,192.3055556,90.69444444,339.2638889,17.43280198,193.33386360470348
n,126.6640316,229.5625,112.65625,652.75,20.14902971,232.87953264344384
n,131.4197039,182.036036,76.68468468,276.9369369,18.71026943,238.3785768494368
n,130.371875,195.15,89.05,494.15,25.51249694,825.8109222451494
w,127.6601442,197.6393443,108.295082,411.1147541,21.23836134,338.2028963481902
w,125.3138075,210.3,114.5,517,23.19839554,384.86034996175067
w,135.3374233,196.1612903,112.7741935,487.3548387,13.54792626,1281.6063106090173
w,133.5585586,208.8928571,113.1428571,458.3928571,29.55665176,378.4148589198671
w,143.0229555,212.2045455,124.4545455,487.7954545,24.12145362,1755.432267467792
n,108.8609865,233.7857143,107.9285714,806.4285714,19.14418972,1148.721515774846
n,124.2490842,201.2463768,100,273.5072464,14.33736993,664.9420863432734
w,125.3341986,207.7628866,116.742268,496.4639175,20.83428892,934.146931607635
w,130.5566038,203.8510638,120.0425532,436.8723404,14.72312753,1362.858773557408
w,136.0323194,221,124.0909091,514.0909091,17.60013983,1112.2152988392486
w,134.4121951,194.9615385,114.5384615,350.6923077,14.62130447,659.1010040400563
w,124.3245325,216.3859649,122.3508772,458.8245614,21.00377372,860.4214366546349
n,132.8688761,177.7954545,73.64772727,190.3863636,14.14739412,511.4675550917065
w,135.6125,173.4,87.8,269.6,15.50999678,678.1632253981676
w,126.3321829,202.3972603,119.7123288,370.9589041,23.43401239,1354.7888330370606
n,141.2662037,244.5185185,134.1111111,681.7037037,28.35291021,1445.2185557862535
w,130.5274815,199.6493506,109.987013,360.3116883,17.74840565,522.3639530386714
w,129.1619348,236.7833333,132.9833333,660.8,21.02712534,783.893225144507
n,145.4094488,230.6875,118.625,462.375,23.47039358,1334.8633292013158
n,135.813161,199.6481481,90.03703704,516.537037,18.57812629,293.5794129253728
n,133.9360614,210.2244898,89.3877551,428.5918367,32.62128556,640.8874748117526
n,126.0289474,181.125,87.875,371.875,17.42558583,888.3520672131721
n,136.6301887,171.5373134,71.25373134,322.238806,18.31148039,1690.4181808099538
w,139.3531469,215.1481481,115.0925926,573.2777778,15.59197676,491.5051441199063
n,111.7477477,175.2142857,77.42857143,244.8571429,18.6984666,1933.1690439248493
w,112.78125,171.2222222,79.22222222,146.7777778,15.18730789,4309.786015905988
n,123.6730769,193.1538462,88.53846154,554.4615385,21.40286991,1185.6427297476728
n,130.7530454,177.5087719,77.05263158,393.6842105,17.98256739,1018.7884292954406
w,128.7823344,225.675,118.525,560.225,22.56821603,336.5043573154715
w,140.1569507,225.7142857,137.2857143,622.2857143,19.99706611,1414.4473668059145
n,138.4514286,211.2727273,94,623.9545455,26.85548253,490.9330867421846
n,110.9313433,219.8333333,98.92857143,694.5,18.8092827,1226.8288712700469
n,137.3050542,215.2,98.14285714,491.8,20.13858111,822.1667467972783
n,136.3711002,169.4956522,68.2173913,183.4173913,10.31971336,1215.9084326635443
w,121.146,191.5638298,108.4680851,437.3085106,19.45046581,1138.7949568595425
w,136.1238318,189.5185185,94.51851852,453.5925926,22.63602383,462.66663614589993
w,128.4303483,188.0657895,94.23684211,307.1710526,15.85942837,484.08411131158084
w,129.4390244,209.6774194,110.0967742,482.4516129,25.12772782,659.6296525001493
w,117.3461538,212.4444444,119.1111111,523.2777778,27.10245764,700.6803518327665
n,121.3190955,181.64,85.48,286.28,11.94011725,187.87102974545033
n,132.044711,167.3965517,67.24137931,213.3448276,8.854031643,745.4951142026413
n,116.8848684,208.2105263,97.36842105,591.6315789,32.46912021,923.9391725939773
n,122.372549,165,74.25,276.25,10.9879195,956.3750403642703
n,139.6708333,205.4,93.6,459.6,15.48533356,214.06235867107682
w,119.8088889,216.3521127,121.2112676,485.3380282,22.47102655,1404.8599122009643
w,120.011396,224.7878788,123.6818182,542.5606061,26.67835488,1113.9655561278973
w,131.1706485,214.0810811,113.5675676,573.0540541,25.01876578,226.1069100030098
w,138.9517045,234.4545455,153.3181818,514.4545455,32.71050707,1041.544040293854
w,132.480025,198.3366337,104.6336634,362.6237624,17.36100712,417.1454337424313
w,141.9889381,176.6206897,103.6206897,336.6896552,11.23884042,1069.536036305197
w,121.5067308,205.5572519,116.9923664,380.0458015,16.2438264,1517.4733376789163
n,134.5968523,243.8846154,112.1153846,769.0192308,20.89406926,95.0816995747398
